Cow_ID,earliest_clinical_Day,latest_clinical_Day,first_positive_day,positive_days,negative_days,total_observation_days
cow73,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow730,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow731,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow732,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow733,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow734,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow735,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow736,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow737,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow738,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow739,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow74,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow740,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow741,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow742,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow743,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow744,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow745,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow746,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow747,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow748,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow749,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow75,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow750,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow751,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow752,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow753,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow754,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow755,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow756,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow757,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow758,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow759,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow76,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow760,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow761,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow762,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow763,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow764,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow765,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow766,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow767,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow768,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow769,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow77,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow770,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow771,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow772,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow773,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow774,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow775,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow776,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow777,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow778,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow779,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow78,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow780,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow781,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow782,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow783,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow784,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow785,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow786,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow787,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow788,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow789,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow79,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow790,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow791,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow792,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow793,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow794,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow795,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow796,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow797,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow798,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow799,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow8,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow80,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow800,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow801,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow802,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow803,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow804,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow805,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow806,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow807,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow808,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow809,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow81,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow810,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow811,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow812,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow813,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow814,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow815,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow816,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow817,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow818,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow819,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow82,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow820,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow821,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow822,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow823,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow824,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow825,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow826,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow827,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow828,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow829,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow83,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow830,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow831,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow832,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow833,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow834,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow835,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow836,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow837,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow838,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow839,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow84,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow840,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow841,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow842,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow843,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow844,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow845,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow846,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow847,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow848,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow849,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow85,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow850,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow851,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow852,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow853,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow854,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow855,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow856,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow857,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow858,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow859,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow86,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow860,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow861,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow862,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow863,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow864,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow865,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow866,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow867,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow868,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow869,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow87,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow870,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow871,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow872,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow873,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow874,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow875,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow876,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow877,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow878,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow879,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow88,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow880,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow881,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow882,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow883,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow884,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow885,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow886,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow887,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow888,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow889,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow89,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow890,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow891,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow892,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow893,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow894,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow895,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow896,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow897,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow898,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow899,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow9,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow90,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow900,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow901,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow902,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow903,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow904,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow905,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow906,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow907,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow908,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow909,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow91,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow910,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow911,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow912,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow913,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow914,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow915,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow916,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow917,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow918,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow919,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow92,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow920,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow921,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow922,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow923,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow924,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow925,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow926,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow927,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow928,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow929,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow93,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow930,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow931,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow932,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow933,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow934,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow935,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow936,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow937,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow938,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow939,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow94,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow940,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow941,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow942,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow943,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow944,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow945,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow946,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow947,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow948,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow949,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow95,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow950,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow951,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow952,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow953,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow954,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow955,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow956,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow957,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow958,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow959,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow96,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow960,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow961,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow962,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow963,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow964,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow965,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow966,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow967,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow968,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow969,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow97,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow970,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow971,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow972,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow973,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow974,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow975,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow976,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow977,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow978,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow979,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
